,식품군,식품이름,열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),포화지방산 (g)
1013,과자류,랑구리 초코 크림 샌드,50.62,5.62,0.68,2.81,2.78,14.06,0.98
1014,과자류,랑팅 자궁 바카르,43.2,4.68,0.36,2.16,0.72,8.28,1.08
1015,과자류,럭셔리 쇼트브레드,24.08,5.4,0.68,2.47,2.47,24.75,1.35
1016,과자류,럭셔리버터스카치 쇼트브레드(버터스카치 4.4% 함유),46.58,5.62,0.45,2.47,2.7,36.0,1.35
1017,과자류,럭셔리웨이퍼 바닐라향크림,41.62,6.75,0.22,1.58,3.15,20.25,0.63
1018,과자류,럭셔리웨이퍼 초코크림,41.62,6.75,0.22,1.58,3.6,22.5,0.63
1019,과자류,럭셔리웨이퍼 카푸치노,43.88,6.75,0.22,1.8,3.15,19.12,0.74
1020,과자류,럭키 덕키즈 캔디,4.0,1.0,0.0,0.0,0.75,0.0,0.0
1021,과자류,럭키 참스,36.67,7.33,0.67,0.33,3.33,56.67,0.0
1022,과자류,럼향 태피,35.36,7.07,0.0,0.64,4.5,54.64,0.32
1023,과자류,레돈도 럭셔리 크림 바닐라향 웨이퍼,41.22,6.63,0.3,1.5,3.24,20.4,0.69
1024,과자류,레돈도 럭셔리 크림 웨이퍼,42.0,6.54,0.3,1.5,3.27,23.4,0.72
1025,과자류,레돈도 럭셔리 크림 웨이퍼 (딸기&크림맛),42.0,6.81,0.3,1.5,3.63,22.77,0.72
1026,과자류,레돈도 럭셔리 크림 초코 웨이퍼,43.2,6.7,0.32,1.58,3.46,22.32,0.68
1027,과자류,레돈도 럭셔리 크림 카푸치노향 웨이퍼,54.0,6.7,0.29,1.62,3.17,20.16,0.68
1028,과자류,레드 미니 바스켓,25.5,4.2,0.6,0.72,1.5,7.2,0.36
1029,과자류,레드 미니 콘,24.0,4.2,0.3,0.72,0.25,7.2,0.36
1030,과자류,레드락델리 포테이토칩스씨쏠트,44.1,5.7,0.6,2.1,0.0,42.0,0.18
1031,과자류,레몬 소르베,98.0,24.3,0.0,0.0,32.0,8.0,0.0
1032,과자류,레몬 앤 라임 아이스,0.76,0.19,0.0,0.0,0.75,0.02,0.0
1033,과자류,레몬 퍼프,46.8,6.12,0.36,2.16,1.0,34.2,1.44
1034,과자류,레몬 퐁당 쿠키,46.35,5.8,0.59,2.3,3.22,11.25,1.18
1035,과자류,레몬머링게파이향 태피,35.36,7.07,0.0,0.64,4.5,54.64,0.32
1036,과자류,레몬에이드향타피,36.43,8.14,0.0,0.43,4.71,0.0,0.0
1037,과자류,레몬향 캔디,3.75,0.94,0.0,0.0,0.52,1.25,0.0
1038,과자류,레몬향 퍼프 비스킷,45.3,6.0,0.6,2.1,1.8,40.5,1.2
1039,과자류,레몬향샌드위치비스킷,43.55,5.81,0.58,2.03,2.61,40.65,1.05
1040,과자류,레몬향크림 큐브 와퍼,45.9,6.3,0.31,2.18,3.38,6.75,1.12
1041,과자류,레비시모크래커,40.5,5.79,1.29,1.32,0.0,45.0,0.55
1042,과자류,레스토랑 스타일 토티야 칩스,46.61,5.14,0.64,2.57,0.0,48.21,0.48
1043,과자류,레스토랑스타일 또띠아 칩,43.8,6.3,0.6,1.8,0.0,15.9,0.3
1044,과자류,레알리 곡물 비스킷 (클래식),41.76,5.76,0.72,1.75,1.64,45.36,0.81
1045,과자류,레알리 엑티비,40.68,5.4,0.72,1.8,1.37,27.9,0.72
1046,과자류,레어 치즈 쿠키,51.11,5.14,0.39,3.21,2.57,0.96,1.12
1047,과자류,레이디 핑거즈 (200g),33.9,6.48,0.93,0.48,3.42,13.8,0.09
1048,과자류,레이디리버티 오트 앤 허니 크런치 그래놀라 바,40.71,6.21,0.86,1.29,2.36,34.29,0.11
1049,과자류,레이디리버티 피넛버터 크런치 그래놀라 바,45.0,6.43,1.07,1.5,2.36,40.71,0.21
1050,과자류,레이머 어니언 갈릭 크루통,39.6,5.4,0.86,1.73,0.5,131.4,0.86
1051,과자류,레이머 언시즌드 크루통,39.6,5.47,0.97,1.66,0.36,86.4,0.86
1052,과자류,레이머 치즈 크루통,39.6,5.22,0.94,1.69,0.86,136.8,0.5
1053,과자류,레이머 허브 크루통,39.6,5.29,0.83,1.73,0.54,135.0,0.9
1054,과자류,레이스 사우어크림 & 어니언맛 포테이토칩,50.79,4.82,0.64,3.21,0.32,51.43,0.48
1055,과자류,레이스 솔트 앤드 비네갈,48.21,4.82,0.64,3.21,0.0,122.14,0.32
1056,과자류,레이스 클래식 포테이토칩,50.79,4.82,0.64,3.21,0.0,54.64,0.32
1057,과자류,레이즌샌드,36.0,6.21,0.31,1.09,3.41,10.86,0.37
1058,과자류,레인블로팝,3.75,0.94,0.0,0.0,0.75,0.62,0.0
1059,과자류,레인즈월넷[건포도 호두칩],48.96,6.43,0.49,2.47,0.83,59.34,1.24
1060,과자류,렉서스 초코렛크림 샌드위치,47.84,5.68,0.71,2.61,1.66,35.29,1.42
1061,과자류,렉서스 치즈크림 샌드위치,48.08,5.45,0.71,2.61,1.42,38.37,1.42
1062,과자류,렉서스 피넛버터 샌드위치,46.89,5.49,0.9,2.37,1.8,28.18,0.9
1063,과자류,렘빼엑 까짱,40.5,6.0,0.9,1.5,2.1,30.6,0.6
1064,과자류,로드 화이트,57.66,5.34,0.56,3.94,2.53,8.72,1.69
1065,과자류,로디드쵸코필드바,47.4,5.4,0.6,2.4,1.5,5.7,1.2
1066,과자류,로디드화이트쵸코향필드바,57.6,5.1,0.6,3.6,2.4,8.4,1.8
1067,과자류,로마슬라이올라이,38.25,6.3,0.45,1.12,2.25,27.0,0.0
1068,과자류,로마슬라이올라이파인애플,38.25,6.53,0.45,1.12,2.47,33.08,0.0
1069,과자류,로아커 웨하스 샌드위치 밀크 바닐라,46.08,5.76,0.72,2.16,2.52,11.88,2.16
1070,과자류,로아커웨하스 나폴리타너,45.6,5.31,0.69,2.4,2.37,8.1,1.8
1071,과자류,로아커웨하스 레몬,46.2,5.7,0.6,2.4,2.65,9.9,2.1
1072,과자류,로아커웨하스 아몬드,44.4,4.8,0.99,2.4,2.7,14.4,1.8
1073,과자류,로아커웨하스 카푸치노,45.3,5.4,0.9,2.4,2.4,15.6,2.1
1074,과자류,로아커웨하스 코코넛,46.2,4.92,0.69,2.7,2.61,11.4,2.1
1075,과자류,로안느어쏠트,46.93,5.46,0.96,2.25,2.89,13.82,1.09
1076,과자류,로얀단스크 대니쉬버터쿠키,45.0,5.8,0.6,2.2,2.4,11.0,1.6
1077,과자류,로얀단스크 대니쉬쿠키 컬렉션,46.0,5.6,0.6,2.4,2.2,11.0,1.2
1078,과자류,로얀단스크 버터&초코릿칩 쿠키,45.0,5.8,0.6,2.2,2.6,11.0,1.4
1079,과자류,로얀단스크 오트 & 블루베리 쿠키,45.9,5.58,0.54,2.34,2.52,30.6,1.26
1080,과자류,로얀단스크 오트 & 크랜베리 쿠키,45.9,5.58,0.54,2.34,2.7,36.0,1.26
1081,과자류,로얀단스크 초콜릿칩쿠키,46.8,5.4,0.54,2.52,2.88,11.7,1.26
1082,과자류,로얄브리티쉬버터쿠키,47.9,5.81,0.87,2.32,1.45,31.94,0.87
1083,과자류,로즈 레몬 민트 터키쉬딜라이트,3.86,0.96,0.02,0.0,0.6,0.0,0.0
1084,과자류,로즈마리 미니 플랫브래드,39.6,6.3,0.9,1.2,0.3,84.0,0.3
1085,과자류,로즈마리 크래커,40.8,5.7,0.87,1.5,0.24,81.0,0.6
1086,과자류,로즈마리 파마산 다운이스트 크래커,34.5,5.7,0.9,0.9,0.6,66.0,0.6
1087,과자류,로즈향 터키쉬딜라이트,3.72,0.93,0.0,0.0,0.6,0.0,0.0
1088,과자류,로터리 미니 수퍼,40.5,5.85,0.45,1.58,0.0,85.5,1.35
1089,과자류,로투스 250G,45.0,6.6,0.6,1.8,3.3,34.2,0.9
1090,과자류,로투스 25씽글팩,45.0,6.68,0.58,1.74,3.44,33.39,0.87
1091,과자류,로투스 씽글팩,43.84,6.58,0.48,1.72,3.44,34.46,0.78
1092,과자류,로투스 와플 크리스피,44.5,6.1,0.5,2.0,2.9,30.0,1.1
1093,과자류,로투스트윈팩,43.67,6.53,0.47,1.73,3.4,33.33,0.8
1094,과자류,록캔디(블루 라즈베리향),3.57,1.0,0.0,0.0,0.75,0.0,0.0
1095,과자류,록캔디(화이트),3.57,1.0,0.0,0.11,0.75,0.0,0.0
1096,과자류,록키 팝,48.14,6.07,0.42,2.3,3.77,69.07,0.73
1097,과자류,록키 팝 기프트,46.05,5.86,0.42,2.3,3.77,69.07,0.73
1098,과자류,롤 웨이퍼 쿠키,39.71,7.41,0.53,0.79,3.18,11.91,0.79
1099,과자류,롤리팝 나폴리탄,4.0,1.0,0.0,0.0,0.75,0.33,0.0
1100,과자류,롤리팝 버스데이 케이크,4.0,1.0,0.0,0.0,0.75,0.33,0.0
1101,과자류,롤리팝 베리 베리,4.0,1.0,0.0,0.0,0.75,0.33,0.0
1102,과자류,롤리팝 스트로베리,4.0,1.0,0.0,0.0,0.75,0.33,0.0
1103,과자류,롤리팝 와일드 체리향,4.0,1.0,0.0,0.0,0.75,0.33,0.0
1104,과자류,롤리팝 페퍼민트향,4.0,1.0,0.0,0.0,0.75,0.33,0.0
1105,과자류,롤리팝 핑크 레모네이드,4.0,1.0,0.0,0.0,0.75,0.33,0.0
1106,과자류,롤리팝(사과),34.03,8.66,0.0,0.05,0.78,0.21,0.05
1107,과자류,롤스토리 골든 롤 딸기향,47.25,6.3,0.45,2.25,3.6,11.25,1.26
1108,과자류,롤스토리 골든 롤 초코,42.75,6.3,0.45,1.8,4.05,15.75,0.86
1109,과자류,롯데샌드 오리지널,520.0,66.0,4.0,26.0,26.0,201.0,14.0
1110,과자류,롯데샌드깜뜨,506.0,67.0,5.0,24.0,31.0,324.0,13.0
1111,과자류,롯데와플,43.83,6.48,0.54,1.8,2.7,24.84,0.9
1112,과자류,롱 포테이토 칩 (사우어크림 & 파),46.46,5.32,0.62,2.52,0.14,57.2,0.27
1113,과자류,롱 포테이토 칩(소금),48.78,5.09,0.56,2.91,0.16,40.65,0.3
1114,과자류,롱 포테이토 칩(치즈),48.78,5.03,0.55,2.94,0.3,78.59,0.3
1115,과자류,루니풋로리팝,4.0,1.0,0.0,0.0,0.75,0.0,0.0
1116,과자류,루만드,45.0,6.57,0.49,1.7,3.16,12.16,1.22
1117,과자류,루바브 앤 카스타드향 튜브,36.0,6.6,0.12,0.36,7.2,6.42,0.18
1118,과자류,리고 브랜드 치즈맛 크런치,45.0,4.82,0.64,2.57,0.64,93.21,0.48
1119,과자류,리고 포테이토칩 사워 크림향 앤 양파맛 (43g),47.09,5.46,0.65,2.41,0.32,38.72,1.13
1120,과자류,리고 포테이토칩 오리지날 (43g),48.14,5.15,0.96,2.57,0.32,54.42,1.13
1121,과자류,리오 딸기바닐라맛 비스킷,49.89,5.87,0.55,2.74,1.96,34.43,1.17
1122,과자류,리오 바닐라맛 비스킷,49.89,5.87,0.55,2.74,1.96,34.43,1.17
1123,과자류,리오 초콜렛 비스킷,49.89,5.87,0.55,2.74,1.96,34.43,1.17
1124,과자류,리츠,45.0,5.62,0.28,2.53,0.56,59.06,0.56
1125,과자류,리츠 비츠 치즈 샌드위치,49.05,4.86,0.76,2.92,2.38,55.35,1.89
1126,과자류,리츠 샌드위치 크랙커 치즈,47.67,5.57,0.67,2.5,1.37,57.67,1.63
1127,과자류,리츠 샌드위치 크레커 치즈,46.67,5.67,0.67,2.67,1.33,56.67,1.67
1128,과자류,리츠 에스,47.05,5.73,0.61,2.45,0.61,49.09,1.23
1129,과자류,리츠 치즈 샌드,48.38,4.92,0.82,2.81,0.84,59.06,1.69
1130,과자류,리츠 치즈 샌드 크래커,48.3,4.95,0.81,2.79,4.77,70.5,0.0
1131,과자류,리츠 치즈 샌드위치 크래커,49.56,5.09,0.84,2.87,2.0,60.58,1.72
1132,과자류,리츠 카스타드향 샌드,46.32,5.64,0.64,2.38,2.12,49.24,1.32
1133,과자류,리츠 캔 엘,45.0,5.52,0.58,2.32,0.58,49.35,1.45
1134,과자류,리츠 크래커,46.43,5.62,0.63,2.35,2.66,48.89,0.0
1135,과자류,리츠크래커,46.5,5.7,0.6,2.4,3.0,48.0,1.8
1136,과자류,리츠크래커(치즈맛),49.22,5.06,0.84,2.81,2.25,59.06,1.97
1137,과자류,리코스 미니 라운드 나쵸칩,43.07,6.11,0.64,1.93,0.0,20.89,0.32
1138,과자류,리코스라운드나쵸칩,43.07,6.11,0.64,1.93,0.0,20.89,0.32
1139,과자류,리코푸딩(망고맛),99.0,22.5,0.1,0.9,17.78,0.0,0.0
1140,과자류,리콜라 스위스 레몬밤맛 허브캔디,3.84,0.96,0.0,0.0,0.75,0.0,0.0
1141,과자류,리콜라 스위스 체리 벌꿀맛 허브캔디,3.87,0.97,0.0,0.0,0.75,0.0,0.0
1142,과자류,리콜라 스위스 허브맛 캔디,9.0,2.2,0.0,0.0,1.71,0.0,0.0
1143,과자류,리틀 팝(버터스카치),4.29,0.86,0.0,0.14,0.75,3.57,0.07
1144,과자류,리틀 팝(초콜릿),4.29,0.93,0.0,0.21,0.75,2.14,0.14
1145,과자류,리틀 팝(카페 라떼),4.29,0.71,0.0,0.21,0.75,2.14,0.14
1146,과자류,린다스롤리딸기향캔디,3.93,1.0,0.0,0.0,0.75,0.0,0.0
1147,과자류,린다스롤리레몬라임향캔디,3.93,1.0,0.0,0.0,0.52,0.0,0.0
1148,과자류,린다스롤리레몬향캔디,3.93,1.0,0.0,0.0,0.52,0.0,0.0
1149,과자류,린다스롤리바나나향캔디,3.93,1.0,0.0,0.0,0.75,0.0,0.0
1150,과자류,린다스롤리베리베리향캔디,3.93,1.0,0.0,0.0,0.75,0.0,0.0
1151,과자류,린다스롤리블루베리향캔디,3.93,1.0,0.0,0.0,0.75,0.0,0.0
1152,과자류,린다스롤리체리치즈케익향캔디,3.93,1.0,0.0,0.0,0.75,0.0,0.0
1153,과자류,린다스롤리크림소다향캔디,3.93,1.0,0.0,0.0,0.75,0.0,0.0
1154,과자류,릴레 레몬향 쿠키,43.5,6.0,0.3,2.1,1.8,21.0,1.2
1155,과자류,릴레 초코맛 쿠키,44.7,6.3,0.3,2.1,3.6,21.0,0.9
1156,과자류,릴레 클래식 오리지날 쿠키,43.5,6.0,0.3,2.1,1.8,21.0,1.2
1157,과자류,릴리코이망고,42.19,5.06,0.28,2.25,2.25,19.69,1.12
1158,과자류,릴리코이망고(1차포장),42.19,5.06,0.56,2.25,2.25,19.69,1.12
1159,과자류,마가렛트,508.0,58.0,5.0,28.0,21.0,258.0,13.0
1160,과자류,마가렛트 오리지널,115.24,13.92,1.35,6.02,2.61,38.18,2.85
1161,과자류,마가렛트 초코맘,43.74,5.58,0.45,2.16,1.29,16.74,1.26
1162,과자류,마리아니 그라놀라 허니바,36.0,5.62,0.9,1.35,2.7,0.0,0.22
1163,과자류,마리아니 쎄서미 허니바,45.0,3.6,1.35,3.15,2.03,0.0,0.45
1164,과자류,마리아니 애플&시나몬 허니바,31.5,6.53,0.68,0.45,3.83,3.38,0.0
1165,과자류,마리아니 크랜베리 허니바,40.5,4.5,1.12,2.25,3.15,0.0,0.34
1166,과자류,마리아니 트레일믹스 허니바,42.75,4.05,1.35,4.05,2.7,0.0,0.34
1167,과자류,마메구락부,38.34,6.35,1.15,0.93,1.7,0.11,0.18
1168,과자류,마이 페이브릿 베어 머디 베어 비스킷,46.8,6.12,0.36,2.52,1.8,19.8,1.44
1169,과자류,마이 페이브릿 베어 베리 굿 베어 비스킷,46.8,6.12,0.36,2.16,1.8,19.8,1.44
1170,과자류,마이쮸딸기(크라운제과),37.2,7.35,0.15,0.82,4.81,2.05,0.82
1171,과자류,마이쮸복숭아(크라운제과),37.09,7.34,0.16,0.81,5.0,2.66,0.8
1172,과자류,마이쮸블루베리(크라운제과),37.43,7.34,0.15,0.83,4.69,2.18,0.81
1173,과자류,마이쮸사과(크라운제과),37.22,7.41,0.16,0.79,4.81,2.33,0.78
1174,과자류,마이쮸스무디(크라운제과),37.3,7.35,0.15,0.81,4.81,2.27,0.8
1175,과자류,마이쮸자일리톨딸기(크라운제과),34.21,7.61,0.11,0.65,4.18,2.55,0.64
1176,과자류,마이쮸자일리톨복숭아(크라운제과),34.55,7.61,0.13,0.65,3.94,2.79,0.63
1177,과자류,마이쮸자일리톨사과(크라운제과),34.66,7.61,0.12,0.66,4.31,3.47,0.65
1178,과자류,마이쮸자일리톨포도(크라운제과),34.23,7.62,0.13,0.62,3.83,3.68,0.61
1179,과자류,마이쮸포도(크라운제과),37.25,7.43,0.15,0.79,5.0,2.6,0.78
1180,과자류,마이페이브릿베어 베어스 온 애뉴얼 세트,46.8,6.12,0.36,2.16,1.8,19.8,1.44
1181,과자류,마일드 스위트 오레오 초콜릿 샌드위치 쿠키(미가방),44.79,6.62,0.36,1.88,1.52,34.42,1.11
1182,과자류,마쪼 브래드,32.76,6.89,1.06,0.1,0.05,0.61,0.01
1183,과자류,마카다미아 너트 쿠키,46.67,5.0,0.33,3.0,2.0,16.67,1.33
1184,과자류,마카다미아 쇼트브레드,49.8,5.1,0.6,3.0,1.8,22.5,2.1
1185,과자류,"마카다미아 클러스터,화이트",52.94,4.24,0.53,3.44,3.38,6.62,1.85
1186,과자류,"마카다미아 토피,화이트",54.26,4.24,0.26,3.71,3.38,33.09,1.72
1187,과자류,마켓플레이스데니쉬버터쿠키,42.3,5.7,0.6,1.8,2.1,24.0,1.17
1188,과자류,만지니 오르조 캔디,3.95,0.98,0.0,0.0,0.75,1.64,0.0
1189,과자류,만지니 허니 캔디,3.89,0.97,0.0,0.0,0.75,0.0,0.0
1190,과자류,말리반 레몬크레커,44.01,6.84,0.57,1.58,2.34,32.04,0.09
1191,과자류,말리반 바닐라크림 웨이퍼,50.4,5.4,0.36,1.8,3.6,9.0,1.26
1192,과자류,말리반 브랜크래커,36.72,6.53,0.95,0.76,0.0,22.5,0.13
1193,과자류,말리반 생강 넛,33.0,5.7,0.3,1.05,2.7,12.0,0.6
1194,과자류,말리반 치즈비스킷,36.54,5.85,0.99,1.01,0.02,47.7,0.0
1195,과자류,말리반 커스타드 크리머,45.82,6.46,0.56,1.96,2.45,4.09,0.98
1196,과자류,말리반 하와이안 코코넛 쿠키,43.02,6.39,0.63,1.62,0.18,19.44,0.0
1197,과자류,말차(녹차)향사탕,3.75,0.94,0.0,0.0,0.75,0.0,0.0
1198,과자류,말키스트크래커,43.5,6.48,0.99,1.5,0.99,50.1,0.9
1199,과자류,맛챠아메(녹차사탕),3.94,0.94,0.03,0.0,0.75,0.0,0.0
1200,과자류,망고 샤베트,104.0,26.0,0.0,0.0,21.0,10.0,0.0
1201,과자류,망고 소르베,100.0,23.9,0.2,0.2,23.1,5.0,0.1
1202,과자류,망고 아이스,76.0,19.0,0.0,0.0,13.0,10.0,0.0
1203,과자류,망고마카다미아(1차포장),42.19,5.06,0.56,2.25,1.69,19.69,1.12
1204,과자류,망고맛 푸딩,84.61,21.08,0.0,0.0,17.78,2.31,0.0
1205,과자류,망고맛요거트푸딩,114.29,25.71,1.43,0.0,17.78,85.71,0.0
1206,과자류,망고맛푸딩,117.31,29.15,0.0,0.08,17.78,30.77,0.0
1207,과자류,망고향 태피,35.36,7.07,0.0,0.64,4.5,54.64,0.32
1208,과자류,망그레 발라도,43.2,6.12,0.0,1.8,0.72,36.0,0.9
1209,과자류,망코마카다미아,42.19,5.06,0.28,2.25,1.69,19.69,1.12
1210,과자류,매실 센베,40.5,7.2,0.09,1.2,0.06,89.1,0.15
1211,과자류,매실향 사탕,3.75,1.0,0.0,0.0,0.75,0.0,0.0
1212,과자류,매운꿀꽈배기(농심),42.43,6.43,0.26,1.8,0.47,36.0,0.54
1213,과자류,매운새우깡(농심),44.0,6.0,0.6,2.0,0.6,64.0,0.64
1214,과자류,매직 땅콩 샌드 크래커,45.2,5.4,1.1,2.12,2.12,36.4,1.02
1215,과자류,매직 버터향크림-인공버터향 0.4%,43.39,6.11,0.32,1.93,0.81,40.18,1.61
1216,과자류,매직 치즈 샌드 크래커,45.8,5.6,0.6,2.0,1.72,60.8,1.5
1217,과자류,매직 크래커 샌드 버터향,45.0,6.0,0.6,2.1,1.8,48.0,1.2
1218,과자류,매직 크래커 치즈크림맛,44.1,5.4,0.9,2.1,1.5,45.0,1.8
1219,과자류,매직 크래커 피넛버터맛,44.1,5.4,0.9,2.1,1.5,45.0,1.8
1220,과자류,매직 피너츠 버터 크림,48.21,5.79,0.64,2.25,1.61,43.39,1.29
1221,과자류,매직 피넛버터크림,16.07,5.79,0.64,2.25,1.61,43.39,1.29
1222,과자류,매직 피넛버터크림-피넛버터크림25%,48.21,5.79,0.64,2.25,1.61,43.39,1.29
1223,과자류,맥비티 홉놉,42.9,5.4,0.6,2.1,2.4,27.0,0.42
1224,과자류,맥시 믹스드루츠 칩(로즈마리 갈릭),42.75,5.85,0.22,2.25,0.22,45.0,0.31
1225,과자류,맥시 카사바 칩(사워크림),45.0,6.11,0.32,2.25,0.0,48.21,0.96
1226,과자류,맥시 카사바 칩(오리지날),45.0,5.46,0.32,2.25,0.32,36.96,0.64
1227,과자류,맥시 타로 칩(스파이시치즈),45.0,5.76,0.36,2.34,0.36,39.6,0.72
1228,과자류,맥시초코웨하스,46.73,5.88,0.35,2.42,3.12,16.27,1.35
1229,과자류,맥앤드류 버터 쇼트브래드 화이트초콜릿 앤 스트로베리무스,46.41,5.34,0.56,2.53,2.53,18.0,0.76
1230,과자류,머랭 코코넛,52.5,4.8,0.51,3.3,3.9,12.0,1.5
1231,과자류,머리가 좋아하는 임실치즈쿠키(오리온),144.58,17.71,1.74,7.58,1.43,114.29,4.2
1232,과자류,멀티그라노,34.2,6.66,0.9,0.43,1.8,0.0,0.25
1233,과자류,멀티그레인 앤 체다 크리스피 링,37.8,5.4,0.99,1.44,0.36,9.0,0.58
1234,과자류,멀티그레인 앤 토마토 크리스피 링,34.65,6.16,0.72,1.03,0.41,13.5,0.36
1235,과자류,멀티그레인 토티야 칩스,46.61,4.5,0.64,2.89,0.32,48.21,0.32
1236,과자류,멀티그레인롤 13곡 (180g),40.5,4.8,0.6,2.1,0.9,21.6,0.9
1237,과자류,멀티그레인롤 13곡 (2500g),40.5,4.8,0.6,2.1,0.25,21.6,0.9
1238,과자류,메가촉 레몬맛,42.6,6.3,0.3,1.8,2.1,23.4,0.3
1239,과자류,메가촉 바닐라향,40.5,6.3,0.42,1.5,2.4,48.0,0.72
1240,과자류,메가촉 스트로베리향,43.2,6.18,0.42,1.86,1.8,36.0,1.08
1241,과자류,메가촉 초콜릿맛,40.5,6.3,0.42,1.5,2.4,48.0,0.72
1242,과자류,메리 비스켓,39.27,7.24,0.57,0.98,2.21,32.73,0.45
1243,과자류,메이지 과즙구미 딸기맛,29.65,6.88,0.53,0.0,5.44,0.0,0.0
1244,과자류,메이지 과즙구미 오렌지맛,29.65,6.88,0.53,0.0,5.44,0.0,0.0
1245,과자류,메이지 과즙구미 포도맛,29.65,6.88,0.53,0.0,5.73,0.0,0.0
1246,과자류,메이지 딸기향 럭키스틱,42.8,5.6,0.6,2.0,2.6,22.0,1.0
1247,과자류,메이지 초콜릿향 럭키스틱,42.8,5.6,0.6,2.0,2.6,26.0,1.0
1248,과자류,메이플 쿠키,45.9,5.88,0.6,2.22,1.59,15.9,0.81
1249,과자류,멘토스 키즈,6.5,1.56,0.0,0.03,1.56,0.0,0.03
1250,과자류,모나카 (엠-3),35.33,8.02,0.68,0.07,0.0,180.0,0.0
1251,과자류,모나카와퍼크러스트,34.56,7.87,0.61,0.07,3.54,0.27,0.0
1252,과자류,모롤 블랙 버서스 화이트,42.54,6.78,0.48,1.5,3.36,13.5,1.32
1253,과자류,모리나가 초코 캬라멜,37.8,6.91,0.38,0.94,1.48,9.61,0.64
1254,과자류,모링가쿠키,31.12,4.88,0.38,1.12,1.5,5.62,0.0
1255,과자류,모모기 콘스틱 군옥수수맛,49.5,5.4,0.9,2.7,0.0,36.0,0.0
1256,과자류,모모기 콘스틱 치즈맛,49.5,5.4,0.9,2.7,0.0,45.0,0.0
1257,과자류,모비카라멜향,39.6,6.48,0.72,1.08,4.32,39.6,1.08
1258,과자류,모아 라운드 나쵸 칩,45.0,6.11,0.64,1.93,0.0,20.89,0.32
1259,과자류,모찌 모나카,30.0,7.09,0.55,0.0,3.27,1.36,0.0
1260,과자류,모찌이리모나카,29.12,6.88,0.26,0.0,3.18,2.65,0.0
1261,과자류,목걸이 캔디,3.67,0.9,0.0,0.0,0.75,0.0,0.0
1262,과자류,목사랑캔디,3.83,0.96,0.0,0.0,0.79,0.0,0.0
1263,과자류,목사랑캔디 매실맛,3.94,0.98,0.0,0.0,0.79,0.0,0.0
1264,과자류,몬스터 먼치,43.2,5.44,0.36,2.34,0.58,72.0,1.08
1265,과자류,몬스터 먼치 치즈맛,43.2,5.44,0.36,2.34,0.58,72.0,1.08
1266,과자류,몬트쿠키 레드,39.6,6.48,0.36,1.3,3.24,36.0,0.68
1267,과자류,몬트쿠키 블루,39.6,6.48,0.36,1.3,3.24,36.0,0.68
1268,과자류,몬트쿠키 초코,41.4,5.76,0.36,1.8,1.8,23.4,1.12
1269,과자류,몬트쿠키레드(크라운제과),154.06,25.38,1.39,5.22,3.26,140.82,2.75
1270,과자류,몬트쿠키블루(크라운제과),38.2,6.21,0.45,1.29,2.13,35.89,0.67
1271,과자류,몬트쿠키초코(크라운제과),42.2,5.67,0.52,1.94,2.13,23.19,1.1
1272,과자류,못말리는신짱(크라운제과),46.64,6.03,0.47,2.3,2.1,23.33,0.81
1273,과자류,못말리는신짱단호박(크라운제과),45.6,6.13,0.52,2.11,1.8,13.08,0.7
1274,과자류,못말리는신짱초코(크라운제과),152.65,20.28,1.57,7.25,2.12,88.23,2.56
1275,과자류,몽달,466.67,50.0,20.0,20.0,0.0,400.0,6.67
1276,과자류,몽키바나나,202.5,24.75,2.03,9.9,0.0,67.5,6.3
1277,과자류,무기 파 바닐라향,43.8,6.3,0.6,1.8,2.1,15.0,0.78
1278,과자류,무기파바닐라향웨하스,43.5,6.3,0.6,1.8,3.9,21.0,0.9
1279,과자류,무기후아 바닐라맛웨이퍼,43.8,6.3,0.6,1.8,4.2,16.5,0.45
1280,과자류,무기후아바닐라맛웨이퍼,44.1,6.3,0.6,1.8,3.9,15.0,0.42
1281,과자류,무지마루 특 (아이스용),36.3,7.8,0.6,0.3,5.1,0.6,0.0
1282,과자류,문처,42.43,5.14,1.8,1.67,0.64,42.3,1.54
1283,과자류,문처 그린 피스,39.86,5.14,1.8,1.67,0.64,42.3,1.54
1284,과자류,뭉달,43.2,4.2,1.8,2.1,0.0,51.3,0.3
1285,과자류,뮤슬리,29.7,5.94,0.9,0.27,1.44,0.0,0.09
1286,과자류,뮤직 기가 바이트 초콜릿과자,45.0,6.6,0.6,1.8,4.2,4.8,1.8
1287,과자류,뮨처 그린피-완두콩85.09%,42.43,5.14,1.8,1.67,0.64,42.17,1.54
1288,과자류,뮨처 코티드 그린피즈-완두콩72%,42.43,5.14,1.8,1.67,0.64,42.3,1.54
1289,과자류,미그나다이즈,45.54,5.31,0.81,2.34,0.21,23.4,1.23
1290,과자류,미니 검정깨 콘,27.86,3.43,0.64,1.29,0.25,88.29,0.99
1291,과자류,미니 곰모양 구미젤리,3.33,0.78,0.06,0.0,0.6,0.56,0.0
1292,과자류,미니 더 심슨,42.12,5.69,0.54,1.91,2.27,28.8,1.04
1293,과자류,미니 딸기향 바스켓,30.86,3.86,0.69,1.41,1.5,12.0,1.03
1294,과자류,미니 딸기향 콘,30.86,3.86,0.69,1.41,0.25,12.0,1.03
